ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
217872_at,3.30E-02,8.97E-03,2.664057,-3.232868,0.1810477,PIH1D1,PIH1 domain containing 1
207669_at,3.30E-02,8.97E-03,-2.66397,-3.233082,-0.4152708,KRT83,keratin 83
215770_at,3.30E-02,8.98E-03,-2.663815,-3.233467,-0.3899046,OR7E2P,olfactory receptor family 7 subfamily E member 2 pseudogene
214036_at,3.30E-02,8.98E-03,-2.663753,-3.23362,-0.2094705,EFNA5,ephrin A5
215766_at,3.30E-02,8.98E-03,2.663575,-3.234059,0.156022,GSTA1,glutathione S-transferase alpha 1
219372_at,3.31E-02,8.99E-03,2.663323,-3.234682,0.5190178,IFT81,intraflagellar transport 81
208735_s_at,3.31E-02,9.00E-03,-2.662951,-3.2356,-0.1739948,CTDSP2,CTD small phosphatase 2
213353_at,3.31E-02,9.00E-03,2.662738,-3.236125,0.2591514,ABCA5,ATP binding cassette subfamily A member 5
214309_s_at,3.31E-02,9.01E-03,-2.662557,-3.236574,-0.5121536,,
37424_at,3.32E-02,9.02E-03,2.661914,-3.238159,0.3621066,CCHCR1,coiled-coil alpha-helical rod protein 1
203839_s_at,3.32E-02,9.03E-03,2.66177,-3.238515,0.3391902,TNK2,tyrosine kinase non receptor 2
220043_s_at,3.32E-02,9.04E-03,-2.661123,-3.240112,-0.3952866,MELTF,melanotransferrin
211086_x_at,3.32E-02,9.05E-03,-2.66099,-3.240441,-0.445771,NEK1,NIMA related kinase 1
208646_at,3.33E-02,9.06E-03,2.66041,-3.241871,0.3201316,,
221140_s_at,3.33E-02,9.06E-03,-2.660348,-3.242026,-0.2892741,GPR132,G protein-coupled receptor 132
214384_s_at,3.33E-02,9.07E-03,-2.660257,-3.242248,-0.4221762,DCTN2,dynactin subunit 2
203994_s_at,3.33E-02,9.07E-03,2.660237,-3.242298,0.5041412,C21orf2,chromosome 21 open reading frame 2
209257_s_at,3.33E-02,9.07E-03,2.659963,-3.242975,0.4327128,SMC3,structural maintenance of chromosomes 3
204479_at,3.33E-02,9.07E-03,-2.659941,-3.24303,-0.2777874,OSTF1,osteoclast stimulating factor 1
212634_at,3.33E-02,9.09E-03,2.659469,-3.244194,0.3456998,UFL1,UFM1 specific ligase 1
208888_s_at,3.33E-02,9.09E-03,-2.659365,-3.244449,-0.3769872,NCOR2,nuclear receptor corepressor 2
208733_at,3.33E-02,9.09E-03,2.65933,-3.244536,0.261891,RAB2A,"RAB2A, member RAS oncogene family"
212751_at,3.33E-02,9.09E-03,2.659326,-3.244546,0.1903011,UBE2N,ubiquitin conjugating enzyme E2 N
211417_x_at,3.33E-02,9.09E-03,-2.65915,-3.24498,-0.1532662,GGT2///GGTLC1///GGTLC2///GGT1,gamma-glutamyltransferase 2///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 1
205192_at,3.34E-02,9.10E-03,2.658883,-3.24564,0.2530108,MAP3K14,mitogen-activated protein kinase kinase kinase 14
201828_x_at,3.34E-02,9.11E-03,-2.658513,-3.246551,-0.1699423,FAM127A,family with sequence similarity 127 member A
203194_s_at,3.34E-02,9.11E-03,-2.658424,-3.246769,-0.2190093,NUP98,nucleoporin 98
217863_at,3.34E-02,9.11E-03,-2.658341,-3.246975,-0.1960007,PIAS1,protein inhibitor of activated STAT 1
216018_at,3.34E-02,9.12E-03,2.658032,-3.247737,0.5581864,RNF5,ring finger protein 5
207345_at,3.34E-02,9.13E-03,-2.657639,-3.248707,-0.3392046,FST,follistatin
201546_at,3.35E-02,9.14E-03,-2.657176,-3.249847,-0.2103739,TRIP12,thyroid hormone receptor interactor 12
214465_at,3.35E-02,9.16E-03,-2.656458,-3.251615,-0.3700805,ORM2///ORM1,orosomucoid 2///orosomucoid 1
219258_at,3.36E-02,9.17E-03,2.656203,-3.252244,0.4298318,TIPIN,TIMELESS interacting protein
200812_at,3.36E-02,9.18E-03,2.655904,-3.252982,0.4101701,CCT7,chaperonin containing TCP1 subunit 7
206243_at,3.36E-02,9.18E-03,-2.655764,-3.253326,-0.4811768,TIMP4,TIMP metallopeptidase inhibitor 4
220620_at,3.36E-02,9.18E-03,-2.655583,-3.253772,-0.6079724,CRCT1,cysteine rich C-terminal 1
218481_at,3.37E-02,9.21E-03,2.654694,-3.255962,0.3280984,EXOSC5,exosome component 5
210583_at,3.37E-02,9.22E-03,-2.654192,-3.257197,-0.4386241,POLDIP3,DNA polymerase delta interacting protein 3
208389_s_at,3.37E-02,9.23E-03,-2.65389,-3.257942,-0.2417948,SLC1A2,solute carrier family 1 member 2
52285_f_at,3.38E-02,9.24E-03,2.653249,-3.25952,0.4443796,CEP76,centrosomal protein 76
213344_s_at,3.39E-02,9.27E-03,-2.652125,-3.262287,-0.1881753,H2AFX,H2A histone family member X
213570_at,3.39E-02,9.28E-03,2.651779,-3.263138,0.1828955,EIF4E2,eukaryotic translation initiation factor 4E family member 2
203073_at,3.39E-02,9.28E-03,2.651763,-3.263178,0.1250275,COG2,component of oligomeric golgi complex 2
205794_s_at,3.39E-02,9.29E-03,-2.651435,-3.263984,-0.420841,NOVA1,NOVA alternative splicing regulator 1
221214_s_at,3.40E-02,9.31E-03,2.650694,-3.265806,0.2136311,MIR7114///NSMF,microRNA 7114///NMDA receptor synaptonuclear signaling and neuronal migration factor
221087_s_at,3.40E-02,9.31E-03,2.650675,-3.265853,0.2078766,APOL3,apolipoprotein L3
221367_at,3.40E-02,9.31E-03,-2.650604,-3.266029,-0.2565286,MOS,v-mos Moloney murine sarcoma viral oncogene homolog
202871_at,3.41E-02,9.33E-03,2.649926,-3.267696,0.4571802,TRAF4,TNF receptor associated factor 4
213312_at,3.41E-02,9.33E-03,2.649858,-3.267862,0.4152864,SMIM8,small integral membrane protein 8
218572_at,3.41E-02,9.33E-03,2.649737,-3.268161,0.4065031,CHMP4A///TM9SF1,charged multivesicular body protein 4A///transmembrane 9 superfamily member 1
217290_at,3.41E-02,9.34E-03,-2.649516,-3.268703,-0.3853435,,
58780_s_at,3.41E-02,9.34E-03,-2.649388,-3.269017,-0.3348207,ARHGEF40,Rho guanine nucleotide exchange factor 40
213439_x_at,3.41E-02,9.34E-03,-2.649384,-3.269029,-0.4117695,RUNDC3A,RUN domain containing 3A
202522_at,3.41E-02,9.35E-03,2.649152,-3.269598,0.1545899,PITPNB,phosphatidylinositol transfer protein beta
209330_s_at,3.41E-02,9.35E-03,2.649036,-3.269884,0.2324261,HNRNPD,heterogeneous nuclear ribonucleoprotein D
215661_at,3.41E-02,9.35E-03,-2.648976,-3.27003,-0.4416408,MAST2,microtubule associated serine/threonine kinase 2
219869_s_at,3.41E-02,9.36E-03,-2.648786,-3.270497,-0.3408184,SLC39A8,solute carrier family 39 member 8
219214_s_at,3.41E-02,9.36E-03,2.648696,-3.27072,0.2373241,NT5C,"5', 3'-nucleotidase, cytosolic"
215775_at,3.41E-02,9.37E-03,-2.64847,-3.271274,-0.2256601,THBS1,thrombospondin 1
203951_at,3.42E-02,9.38E-03,-2.647922,-3.272622,-0.5246342,CNN1,calponin 1
213193_x_at,3.43E-02,9.41E-03,2.646864,-3.275222,0.2696692,TRBC1,T cell receptor beta constant 1
218393_s_at,3.43E-02,9.41E-03,2.646802,-3.275374,0.379756,SMU1,DNA replication regulator and spliceosomal factor
203437_at,3.43E-02,9.42E-03,2.646275,-3.276667,0.2188761,TMEM11,transmembrane protein 11
221546_at,3.43E-02,9.42E-03,2.64626,-3.276705,0.3321737,PRPF18,pre-mRNA processing factor 18
201419_at,3.43E-02,9.43E-03,-2.646168,-3.276931,-0.2003179,BAP1,BRCA1 associated protein 1
221313_at,3.43E-02,9.43E-03,-2.645954,-3.277455,-0.3064903,GPR52,G protein-coupled receptor 52
208422_at,3.43E-02,9.43E-03,-2.645924,-3.27753,-0.5726003,MSR1,macrophage scavenger receptor 1
209934_s_at,3.43E-02,9.44E-03,2.645746,-3.277967,0.4077629,ATP2C1,ATPase secretory pathway Ca2+ transporting 1
222256_s_at,3.43E-02,9.44E-03,2.645703,-3.278072,0.5638885,JMJD7///JMJD7-PLA2G4B,jumonji domain containing 7///JMJD7-PLA2G4B readthrough
208308_s_at,3.44E-02,9.44E-03,-2.64558,-3.278375,-0.1843224,GPI,glucose-6-phosphate isomerase
204285_s_at,3.44E-02,9.46E-03,2.64489,-3.280067,0.435969,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1
206026_s_at,3.44E-02,9.46E-03,-2.644789,-3.280316,-0.6276137,TNFAIP6,TNF alpha induced protein 6
203766_s_at,3.44E-02,9.46E-03,-2.644758,-3.280392,-0.3085988,LMOD1,leiomodin 1
222212_s_at,3.45E-02,9.48E-03,-2.644209,-3.28174,-0.1631641,CERS2,ceramide synthase 2
212756_s_at,3.47E-02,9.54E-03,-2.64191,-3.28738,-0.1777677,UBR2,ubiquitin protein ligase E3 component n-recognin 2
212209_at,3.47E-02,9.54E-03,-2.641904,-3.287395,-0.2185615,MED13L,mediator complex subunit 13 like
205818_at,3.47E-02,9.54E-03,-2.641776,-3.287708,-0.3490465,BRINP1,BMP/retinoic acid inducible neural specific 1
220171_x_at,3.47E-02,9.55E-03,2.641361,-3.288725,0.7371362,GPALPP1,GPALPP motifs containing 1
201998_at,3.47E-02,9.56E-03,2.641027,-3.289545,0.3748275,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
217608_at,3.47E-02,9.56E-03,2.641025,-3.289551,0.4349864,SREK1IP1,SREK1 interacting protein 1
206984_s_at,3.48E-02,9.57E-03,-2.640748,-3.290229,-0.7309591,RIT2,Ras like without CAAX 2
214321_at,3.48E-02,9.57E-03,-2.640582,-3.290636,-0.4862471,NOV,nephroblastoma overexpressed
219411_at,3.48E-02,9.57E-03,2.640581,-3.290637,0.5771276,ELMO3,engulfment and cell motility 3
212437_at,3.48E-02,9.58E-03,-2.64046,-3.290936,-0.1700065,CENPB,centromere protein B
221350_at,3.48E-02,9.58E-03,-2.640169,-3.291647,-0.4970064,HOXC8,homeobox C8
212453_at,3.48E-02,9.59E-03,2.640052,-3.291936,0.1830009,KIF1BP,KIF1 binding protein
213078_x_at,3.48E-02,9.59E-03,2.639886,-3.292343,0.2330781,LPCAT4,lysophosphatidylcholine acyltransferase 4
220630_s_at,3.48E-02,9.60E-03,-2.639656,-3.292906,-0.4535759,CHIA,"chitinase, acidic"
217989_at,3.48E-02,9.60E-03,-2.639564,-3.29313,-0.1925521,HSD17B11,hydroxysteroid 17-beta dehydrogenase 11
213801_x_at,3.48E-02,9.60E-03,2.639539,-3.293192,0.1573096,RPSAP19///RPSAP9///SNORA6///RPSAP58///SNORA62///RPSA,"ribosomal protein SA pseudogene 19///ribosomal protein SA pseudogene 9///small nucleolar RNA, H/ACA box 6///ribosomal protein SA pseudogene 58///small nucleolar RNA, H/ACA box 62///ribosomal protein SA"
211614_at,3.48E-02,9.60E-03,-2.639501,-3.293287,-0.4862815,ERVH-6,endogenous retrovirus group H member 6
212065_s_at,3.49E-02,9.64E-03,2.638081,-3.296765,0.3203828,USP34,ubiquitin specific peptidase 34
203736_s_at,3.50E-02,9.64E-03,-2.637948,-3.297089,-0.6858291,PPFIBP1,PPFIA binding protein 1
200670_at,3.50E-02,9.65E-03,2.63777,-3.297527,0.177345,XBP1,X-box binding protein 1
204019_s_at,3.50E-02,9.65E-03,2.637557,-3.298049,0.406131,SH3YL1,SH3 and SYLF domain containing 1
205175_s_at,3.50E-02,9.67E-03,-2.637118,-3.299122,-0.2723784,KHK,ketohexokinase
203729_at,3.50E-02,9.67E-03,-2.637093,-3.299183,-0.1753129,EMP3,epithelial membrane protein 3
206224_at,3.50E-02,9.67E-03,-2.637075,-3.299228,-0.5565866,CST1,cystatin SN
219486_at,3.50E-02,9.67E-03,-2.636996,-3.299423,-0.2185473,DUS2,dihydrouridine synthase 2
203363_s_at,3.50E-02,9.67E-03,-2.636972,-3.29948,-0.1587081,ATG13,autophagy related 13
219778_at,3.50E-02,9.67E-03,-2.63695,-3.299535,-0.6858135,ZFPM2,"zinc finger protein, FOG family member 2"
210269_s_at,3.50E-02,9.67E-03,2.636852,-3.299774,0.1820874,AKAP17A,A-kinase anchoring protein 17A
35147_at,3.51E-02,9.69E-03,-2.636136,-3.301527,-0.1918399,MCF2L,MCF.2 cell line derived transforming sequence like
207843_x_at,3.52E-02,9.72E-03,2.635006,-3.304292,0.2016436,CYB5A,cytochrome b5 type A
219877_at,3.52E-02,9.72E-03,-2.634919,-3.304505,-0.2690372,ZMAT4,zinc finger matrin-type 4
202953_at,3.52E-02,9.74E-03,-2.634267,-3.306102,-0.5050882,C1QB,complement C1q B chain
211152_s_at,3.53E-02,9.76E-03,2.633734,-3.307405,0.3007729,HTRA2,HtrA serine peptidase 2
201966_at,3.53E-02,9.76E-03,2.633676,-3.307546,0.1528473,NDUFS2,NADH:ubiquinone oxidoreductase core subunit S2
220312_at,3.53E-02,9.77E-03,-2.633218,-3.308666,-0.3006429,FAM83E,family with sequence similarity 83 member E
202801_at,3.53E-02,9.78E-03,-2.632957,-3.309303,-0.2189757,PRKACA,protein kinase cAMP-activated catalytic subunit alpha
208129_x_at,3.53E-02,9.78E-03,-2.632786,-3.309721,-0.2652555,LOC101928269///LOC100506403///RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
221012_s_at,3.54E-02,9.79E-03,-2.632354,-3.310779,-0.2050272,TRIM8,tripartite motif containing 8
220122_at,3.54E-02,9.80E-03,-2.632142,-3.311296,-0.3445195,MCTP1,multiple C2 and transmembrane domain containing 1
200639_s_at,3.54E-02,9.80E-03,-2.631952,-3.31176,-0.1759328,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
221415_s_at,3.54E-02,9.81E-03,-2.631768,-3.312212,-0.31302,GJA9-MYCBP///GJA9///MYCBP,GJA9-MYCBP readthrough///gap junction protein alpha 9///MYC binding protein
203136_at,3.54E-02,9.82E-03,-2.631454,-3.312979,-0.1490068,RABAC1,Rab acceptor 1
206577_at,3.54E-02,9.82E-03,-2.631401,-3.313108,-0.5650756,VIP,vasoactive intestinal peptide
204873_at,3.55E-02,9.83E-03,2.631095,-3.313857,0.3950421,PEX1,peroxisomal biogenesis factor 1
221398_at,3.55E-02,9.84E-03,-2.630613,-3.315033,-0.3450829,TAS2R8,taste 2 receptor member 8
200831_s_at,3.55E-02,9.84E-03,2.630554,-3.315177,0.3104706,SCD,stearoyl-CoA desaturase
221799_at,3.55E-02,9.85E-03,2.630256,-3.315906,0.4293123,CHPF2,chondroitin polymerizing factor 2
221663_x_at,3.55E-02,9.85E-03,-2.630179,-3.316093,-0.3712768,HRH3,histamine receptor H3
215983_s_at,3.55E-02,9.86E-03,2.630065,-3.316373,0.2541705,UBXN8,UBX domain protein 8
221736_at,3.56E-02,9.86E-03,2.629902,-3.31677,0.1769937,RALGAPB,Ral GTPase activating protein non-catalytic beta subunit
211740_at,3.56E-02,9.86E-03,-2.629874,-3.31684,-0.5488692,ICA1,islet cell autoantigen 1
201377_at,3.56E-02,9.86E-03,2.629781,-3.317067,0.2807179,UBAP2L,ubiquitin associated protein 2 like
216656_at,3.56E-02,9.86E-03,-2.62974,-3.317165,-0.2369321,,
210684_s_at,3.56E-02,9.87E-03,-2.629629,-3.317438,-0.50076,DLG4,discs large MAGUK scaffold protein 4
219023_at,3.56E-02,9.87E-03,-2.629626,-3.317445,-0.268442,AP1AR,adaptor related protein complex 1 associated regulatory protein
221693_s_at,3.56E-02,9.87E-03,-2.629518,-3.317709,-0.2463034,MRPS18A,mitochondrial ribosomal protein S18A
210970_s_at,3.56E-02,9.87E-03,2.62944,-3.3179,0.1995256,IBTK,inhibitor of Bruton tyrosine kinase
219543_at,3.56E-02,9.88E-03,-2.629324,-3.318182,-0.22603,PBLD,phenazine biosynthesis like protein domain containing
202132_at,3.56E-02,9.88E-03,2.629289,-3.318268,0.4475081,WWTR1,WW domain containing transcription regulator 1
204664_at,3.56E-02,9.88E-03,-2.629216,-3.318447,-0.2456533,ALPP,"alkaline phosphatase, placental"
213815_x_at,3.56E-02,9.88E-03,2.629105,-3.318717,0.2242273,CACTIN,"cactin, spliceosome C complex subunit"
207090_x_at,3.56E-02,9.88E-03,-2.629013,-3.318943,-0.7000624,ZFP30,ZFP30 zinc finger protein
219459_at,3.56E-02,9.89E-03,2.62895,-3.319095,0.1538278,POLR3B,RNA polymerase III subunit B
207619_at,3.56E-02,9.89E-03,-2.628642,-3.319848,-0.5283127,HCRTR1,hypocretin receptor 1
216272_x_at,3.56E-02,9.90E-03,-2.628424,-3.320379,-0.47116,SYDE1,synapse defective Rho GTPase homolog 1
217037_at,3.56E-02,9.90E-03,-2.628424,-3.320381,-0.7436384,SLC1A2,solute carrier family 1 member 2
205483_s_at,3.56E-02,9.90E-03,2.628258,-3.320785,0.3599409,ISG15,ISG15 ubiquitin-like modifier
206235_at,3.56E-02,9.91E-03,-2.628152,-3.321045,-0.2960194,LIG4,DNA ligase 4
208842_s_at,3.56E-02,9.91E-03,2.628016,-3.321375,0.1864775,GORASP2,golgi reassembly stacking protein 2
205998_x_at,3.56E-02,9.91E-03,2.627998,-3.32142,0.2944056,CYP3A4,cytochrome P450 family 3 subfamily A member 4
200846_s_at,3.56E-02,9.92E-03,2.62773,-3.322073,0.2601053,PPP1CA,protein phosphatase 1 catalytic subunit alpha
214322_at,3.57E-02,9.92E-03,2.62752,-3.322586,0.2797188,CAMK2G,calcium/calmodulin dependent protein kinase II gamma
205944_s_at,3.57E-02,9.95E-03,-2.626611,-3.324805,-0.4262909,CLTCL1,clathrin heavy chain like 1
207428_x_at,3.58E-02,9.96E-03,2.626199,-3.325811,0.3514048,CDK11A///CDK11B,cyclin dependent kinase 11A///cyclin dependent kinase 11B
201901_s_at,3.58E-02,9.97E-03,2.625986,-3.32633,0.1851447,YY1,YY1 transcription factor
215605_at,3.58E-02,9.98E-03,2.62552,-3.327466,0.3872583,NCOA2,nuclear receptor coactivator 2
208480_s_at,3.59E-02,9.99E-03,-2.625256,-3.328112,-0.3138536,LOC101930322///ABCC6,multidrug resistance-associated protein 6-like///ATP binding cassette subfamily C member 6
204883_s_at,3.59E-02,9.99E-03,2.625225,-3.328188,0.2177466,HUS1,HUS1 checkpoint clamp component
33579_i_at,3.59E-02,9.99E-03,-2.625124,-3.328434,-0.335041,GALR3,galanin receptor 3
221612_at,3.59E-02,1.00E-02,-2.624339,-3.330347,-0.2090326,LRTM1,leucine rich repeats and transmembrane domains 1
210134_x_at,3.59E-02,1.00E-02,-2.624106,-3.330915,-0.5900086,SHOX2,short stature homeobox 2
215479_at,3.60E-02,1.00E-02,-2.624001,-3.331172,-0.1861336,,
205594_at,3.60E-02,1.00E-02,2.623722,-3.33185,0.5993526,ZNF652,zinc finger protein 652
219841_at,3.60E-02,1.00E-02,-2.623132,-3.333288,-0.5877971,AICDA,activation-induced cytidine deaminase
216102_at,3.60E-02,1.00E-02,-2.623078,-3.333421,-0.3251881,PHLDB1,pleckstrin homology like domain family B member 1
204999_s_at,3.60E-02,1.00E-02,2.622944,-3.333746,0.4597634,ATF5,activating transcription factor 5
208296_x_at,3.60E-02,1.01E-02,2.622792,-3.334117,0.2200723,TNFAIP8,TNF alpha induced protein 8
209183_s_at,3.61E-02,1.01E-02,-2.622642,-3.334483,-0.3093485,C10orf10,chromosome 10 open reading frame 10
218815_s_at,3.61E-02,1.01E-02,-2.622433,-3.334993,-0.493881,TMEM51,transmembrane protein 51
215790_at,3.61E-02,1.01E-02,-2.622132,-3.335725,-0.3138621,AJAP1,adherens junctions associated protein 1
222265_at,3.61E-02,1.01E-02,-2.621954,-3.336161,-0.4284129,TNS4,tensin 4
204197_s_at,3.61E-02,1.01E-02,2.621685,-3.336815,0.27328,RUNX3,runt related transcription factor 3
217653_x_at,3.61E-02,1.01E-02,2.621498,-3.337272,0.3350265,,
220034_at,3.61E-02,1.01E-02,-2.621316,-3.337714,-0.3239053,IRAK3,interleukin 1 receptor associated kinase 3
210268_at,3.62E-02,1.01E-02,2.620927,-3.338661,0.774356,NFX1,"nuclear transcription factor, X-box binding 1"
206097_at,3.62E-02,1.01E-02,-2.620237,-3.340342,-0.3455452,SLC22A18AS,solute carrier family 22 member 18 antisense
208993_s_at,3.62E-02,1.01E-02,2.620176,-3.340491,0.6869961,PPIG,peptidylprolyl isomerase G
220775_s_at,3.63E-02,1.01E-02,2.619921,-3.341112,0.4668361,UEVLD,UEV and lactate/malate dehyrogenase domains
214171_s_at,3.63E-02,1.01E-02,-2.61946,-3.342233,-0.4584243,U2AF2,U2 small nuclear RNA auxiliary factor 2
203507_at,3.63E-02,1.02E-02,-2.618938,-3.343505,-0.264409,LOC101928634///SNORA67///CD68,"uncharacterized LOC101928634///small nucleolar RNA, H/ACA box 67///CD68 molecule"
210295_at,3.64E-02,1.02E-02,-2.618746,-3.343971,-0.2453217,MAGEA10,MAGE family member A10
211227_s_at,3.64E-02,1.02E-02,-2.618272,-3.345124,-0.4537001,PCDH11Y///PCDH11X,protocadherin 11 Y-linked///protocadherin 11 X-linked
220355_s_at,3.64E-02,1.02E-02,2.618067,-3.345623,0.2064181,PBRM1,polybromo 1
214593_at,3.64E-02,1.02E-02,2.617971,-3.345858,0.642661,PIAS2,protein inhibitor of activated STAT 2
213272_s_at,3.64E-02,1.02E-02,-2.617952,-3.345903,-0.228446,TMEM159,transmembrane protein 159
210359_at,3.64E-02,1.02E-02,2.617911,-3.346003,0.3601313,MTSS1,metastasis suppressor 1
218487_at,3.65E-02,1.02E-02,2.617211,-3.347705,0.3750848,ALAD,aminolevulinate dehydratase
214147_at,3.65E-02,1.02E-02,-2.616726,-3.348886,-0.2573283,MROH7,maestro heat like repeat family member 7
201779_s_at,3.65E-02,1.02E-02,-2.616461,-3.349531,-0.2692781,RNF13,ring finger protein 13
202684_s_at,3.66E-02,1.02E-02,2.616241,-3.350065,0.4901785,RNMT,RNA guanine-7 methyltransferase
211027_s_at,3.66E-02,1.02E-02,2.616174,-3.350228,0.6672357,IKBKB,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
35974_at,3.66E-02,1.02E-02,2.615868,-3.350973,0.3134858,LRMP,lymphoid restricted membrane protein
205916_at,3.66E-02,1.02E-02,-2.615819,-3.351091,-0.4133714,S100A7,S100 calcium binding protein A7
209433_s_at,3.66E-02,1.03E-02,2.615749,-3.351261,0.2390029,PPAT,phosphoribosyl pyrophosphate amidotransferase
206778_at,3.66E-02,1.03E-02,-2.615536,-3.35178,-0.3571577,CRYBB2,crystallin beta B2
203719_at,3.66E-02,1.03E-02,-2.615493,-3.351883,-0.1892255,ERCC1,"ERCC excision repair 1, endonuclease non-catalytic subunit"
203012_x_at,3.66E-02,1.03E-02,2.615415,-3.352075,0.1405323,RPL23A,ribosomal protein L23a
89476_r_at,3.66E-02,1.03E-02,2.615305,-3.352341,0.2764156,NPEPL1,aminopeptidase-like 1
205289_at,3.66E-02,1.03E-02,-2.614983,-3.353123,-0.5688531,BMP2,bone morphogenetic protein 2
222042_x_at,3.66E-02,1.03E-02,-2.614935,-3.353241,-0.311751,MEX3D,mex-3 RNA binding family member D
53071_s_at,3.67E-02,1.03E-02,-2.614559,-3.354154,-0.1638237,OGFOD3,2-oxoglutarate and iron dependent oxygenase domain containing 3
212433_x_at,3.67E-02,1.03E-02,2.614478,-3.354352,0.126205,SNORA64///RPS2,"small nucleolar RNA, H/ACA box 64///ribosomal protein S2"
222253_s_at,3.67E-02,1.03E-02,-2.614471,-3.354367,-0.5846592,POM121L9P,"POM121 transmembrane nucleoporin like 9, pseudogene"
221974_at,3.67E-02,1.03E-02,2.614249,-3.354908,0.4676804,LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW,"uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///small nuclear ribonucleoprotein polypeptide N///imprinted in Prader-Willi syndrome (non-protein coding)"
214580_x_at,3.67E-02,1.03E-02,-2.614037,-3.355423,-0.3499201,KRT6C///KRT6B///KRT6A,keratin 6C///keratin 6B///keratin 6A
205171_at,3.67E-02,1.03E-02,2.613956,-3.35562,0.2037161,PTPN4,"protein tyrosine phosphatase, non-receptor type 4"
221962_s_at,3.67E-02,1.03E-02,-2.613416,-3.356931,-0.2172832,UBE2H,ubiquitin conjugating enzyme E2 H
218212_s_at,3.69E-02,1.04E-02,2.612112,-3.360099,0.4029848,MOCS2,molybdenum cofactor synthesis 2
203668_at,3.69E-02,1.04E-02,2.611924,-3.360556,0.217786,MAN2C1,mannosidase alpha class 2C member 1
217776_at,3.69E-02,1.04E-02,-2.611847,-3.360742,-0.2726164,RDH11,retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
201082_s_at,3.69E-02,1.04E-02,2.61176,-3.360954,0.220361,SLC4A5///DCTN1,solute carrier family 4 member 5///dynactin subunit 1
221475_s_at,3.69E-02,1.04E-02,2.611731,-3.361025,0.185775,RPL15,ribosomal protein L15
206798_x_at,3.69E-02,1.04E-02,2.611594,-3.361356,0.3720944,DLEC1,deleted in lung and esophageal cancer 1
213528_at,3.69E-02,1.04E-02,2.610985,-3.362836,0.2342545,METTL18,methyltransferase like 18
218257_s_at,3.70E-02,1.04E-02,-2.610514,-3.363979,-0.1930508,UGGT1,UDP-glucose glycoprotein glucosyltransferase 1
204038_s_at,3.70E-02,1.04E-02,-2.610193,-3.364758,-0.2039931,LPAR1,lysophosphatidic acid receptor 1
208750_s_at,3.71E-02,1.04E-02,2.609312,-3.366895,0.2451958,MIR3620///ARF1,microRNA 3620///ADP ribosylation factor 1
212702_s_at,3.71E-02,1.04E-02,2.609181,-3.367213,0.4347771,BICD2,BICD cargo adaptor 2
222211_x_at,3.71E-02,1.04E-02,-2.60915,-3.367288,-0.5107008,SCAND2P,SCAN domain containing 2 pseudogene
202146_at,3.71E-02,1.04E-02,-2.609122,-3.367356,-0.3415401,IFRD1,interferon related developmental regulator 1
214337_at,3.71E-02,1.04E-02,-2.609074,-3.367473,-0.6834837,COPA,coatomer protein complex subunit alpha
214704_at,3.72E-02,1.05E-02,2.608462,-3.368956,0.3929307,TCF25,transcription factor 25
216092_s_at,3.72E-02,1.05E-02,-2.608275,-3.369409,-0.2400774,SLC7A8,solute carrier family 7 member 8
201856_s_at,3.72E-02,1.05E-02,2.608275,-3.36941,0.1942873,ZFR,zinc finger RNA binding protein
208399_s_at,3.72E-02,1.05E-02,-2.608116,-3.369795,-0.5930242,EDN3,endothelin 3
201475_x_at,3.72E-02,1.05E-02,2.608104,-3.369825,0.1948495,MIR6758///MARS,microRNA 6758///methionyl-tRNA synthetase
210120_s_at,3.72E-02,1.05E-02,2.607799,-3.370564,0.297566,RANBP3,RAN binding protein 3
AFFX-HUMGAPDH/M33197_M_at,3.72E-02,1.05E-02,-2.607782,-3.370605,-0.1779585,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
216722_at,3.72E-02,1.05E-02,2.60714,-3.372163,0.5046155,VENTXP1,VENT homeobox pseudogene 1
218077_s_at,3.73E-02,1.05E-02,-2.607034,-3.372419,-0.188315,ZDHHC3,zinc finger DHHC-type containing 3
209123_at,3.73E-02,1.05E-02,2.606727,-3.373163,0.2882929,QDPR,quinoid dihydropteridine reductase
210638_s_at,3.73E-02,1.05E-02,-2.606092,-3.374704,-0.1953674,FBXO9,F-box protein 9
