ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
209246_at,4.82E-01,1.17E-01,1.5813819,-4.82592,0.31592743,ABCF2,ATP binding cassette subfamily F member 2
212151_at,4.82E-01,1.17E-01,1.5813338,-4.82599,0.28351264,PBX1,PBX homeobox 1
216567_at,4.82E-01,1.18E-01,1.5809802,-4.8265,0.2474507,MBP,myelin basic protein
214027_x_at,4.82E-01,1.18E-01,1.5807142,-4.82689,0.16016357,SUPT20H///DES,"SPT20 homolog, SAGA complex component///desmin"
219977_at,4.82E-01,1.18E-01,1.5806682,-4.82696,0.16532027,AIPL1,aryl hydrocarbon receptor interacting protein like 1
207511_s_at,4.82E-01,1.18E-01,1.5806285,-4.82702,0.32452754,CNPPD1,cyclin Pas1/PHO80 domain containing 1
209565_at,4.82E-01,1.18E-01,-1.5802607,-4.82755,-0.11275366,RNF113A,ring finger protein 113A
206322_at,4.82E-01,1.18E-01,1.5800782,-4.82782,0.31547755,SYN3,synapsin III
219438_at,4.82E-01,1.18E-01,1.5800635,-4.82784,0.32221014,NKAIN1,Na+/K+ transporting ATPase interacting 1
206965_at,4.82E-01,1.18E-01,1.5800075,-4.82792,0.47874784,KLF12,Kruppel like factor 12
219271_at,4.82E-01,1.18E-01,1.5799952,-4.82794,0.39334581,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14
209865_at,4.82E-01,1.18E-01,1.5799634,-4.82798,0.53685003,SLC35A3,solute carrier family 35 member A3
220999_s_at,4.83E-01,1.18E-01,-1.5792171,-4.82907,-0.1625613,CYFIP2,cytoplasmic FMR1 interacting protein 2
215206_at,4.83E-01,1.18E-01,1.5791368,-4.82919,0.18507238,,
210505_at,4.83E-01,1.18E-01,1.5788518,-4.8296,0.15632549,ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"
203210_s_at,4.83E-01,1.18E-01,-1.5787777,-4.82971,-0.32080745,RFC5,replication factor C subunit 5
222353_at,4.83E-01,1.18E-01,1.5786267,-4.82993,0.4067311,LIMD1,LIM domains containing 1
209249_s_at,4.83E-01,1.18E-01,1.5785631,-4.83002,0.07803199,GHITM,growth hormone inducible transmembrane protein
213078_x_at,4.83E-01,1.18E-01,-1.5785228,-4.83008,-0.15546818,LPCAT4,lysophosphatidylcholine acyltransferase 4
211358_s_at,4.83E-01,1.18E-01,-1.5784047,-4.83025,-0.13410727,CIZ1,CDKN1A interacting zinc finger protein 1
201998_at,4.83E-01,1.18E-01,-1.5782961,-4.83041,-0.24670435,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
209477_at,4.83E-01,1.18E-01,-1.5781657,-4.8306,-0.19515625,EMD,emerin
210741_at,4.83E-01,1.18E-01,-1.5780779,-4.83073,-0.45630614,ARHGEF12,Rho guanine nucleotide exchange factor 12
216961_s_at,4.83E-01,1.18E-01,-1.5780547,-4.83076,-0.24241556,RPAIN,RPA interacting protein
201758_at,4.83E-01,1.18E-01,1.5774607,-4.83163,0.14314739,TSG101,tumor susceptibility 101
221817_at,4.83E-01,1.18E-01,-1.5773683,-4.83176,-0.10943031,DOLPP1,dolichyldiphosphatase 1
206947_at,4.83E-01,1.18E-01,-1.5773522,-4.83178,-0.2260669,B3GALT5,"beta-1,3-galactosyltransferase 5"
216655_s_at,4.83E-01,1.18E-01,1.5771756,-4.83204,0.36931837,,
218076_s_at,4.83E-01,1.18E-01,-1.5769951,-4.8323,-0.13904512,ARHGAP17,Rho GTPase activating protein 17
217689_at,4.83E-01,1.18E-01,1.5768304,-4.83254,0.35405069,PTPN1,"protein tyrosine phosphatase, non-receptor type 1"
217589_at,4.83E-01,1.19E-01,-1.5767853,-4.83261,-0.38914095,RAB40A,"RAB40A, member RAS oncogene family"
205500_at,4.83E-01,1.19E-01,-1.5767849,-4.83261,-0.25299988,C5,complement component 5
210471_s_at,4.83E-01,1.19E-01,-1.5767349,-4.83268,-0.31759034,KCNAB1,potassium voltage-gated channel subfamily A member regulatory beta subunit 1
220238_s_at,4.83E-01,1.19E-01,-1.5767053,-4.83273,-0.25399842,KLHL7,kelch like family member 7
209578_s_at,4.83E-01,1.19E-01,1.5764134,-4.83315,0.12782421,POFUT2,protein O-fucosyltransferase 2
220039_s_at,4.83E-01,1.19E-01,-1.5762778,-4.83335,-0.4985004,CDKAL1,CDK5 regulatory subunit associated protein 1 like 1
217132_at,4.83E-01,1.19E-01,-1.5762439,-4.8334,-0.46291594,,
214943_s_at,4.83E-01,1.19E-01,-1.576218,-4.83343,-0.50089089,ARID4B///RBM34,AT-rich interaction domain 4B///RNA binding motif protein 34
222248_s_at,4.83E-01,1.19E-01,1.5762059,-4.83345,0.19696567,SIRT4,sirtuin 4
215538_at,4.83E-01,1.19E-01,1.5761399,-4.83355,0.24055165,,
205546_s_at,4.83E-01,1.19E-01,-1.5759474,-4.83383,-0.21324651,TYK2,tyrosine kinase 2
213903_s_at,4.83E-01,1.19E-01,-1.5757375,-4.83413,-0.41808092,CNOT9,CCR4-NOT transcription complex subunit 9
213030_s_at,4.83E-01,1.19E-01,-1.5756659,-4.83424,-0.24647068,PLXNA2,plexin A2
208100_x_at,4.83E-01,1.19E-01,1.5755712,-4.83437,0.27338719,SEMA6C,semaphorin 6C
219732_at,4.83E-01,1.19E-01,-1.5754036,-4.83462,-0.18703644,PLPPR1,phospholipid phosphatase related 1
217597_x_at,4.83E-01,1.19E-01,1.5751985,-4.83491,0.45868447,RAB40B,"RAB40B, member RAS oncogene family"
209643_s_at,4.83E-01,1.19E-01,-1.5751949,-4.83492,-0.15709564,PLD2,phospholipase D2
216324_at,4.84E-01,1.19E-01,1.5749036,-4.83534,0.23030301,,
218844_at,4.84E-01,1.19E-01,-1.5745894,-4.8358,-0.2653724,ACSF2,acyl-CoA synthetase family member 2
214934_at,4.84E-01,1.19E-01,-1.5745491,-4.83586,-0.27052677,ATP9B,ATPase phospholipid transporting 9B (putative)
201870_at,4.84E-01,1.19E-01,-1.5745371,-4.83588,-0.10583951,TOMM34,translocase of outer mitochondrial membrane 34
208563_x_at,4.84E-01,1.19E-01,-1.5744886,-4.83595,-0.38978273,POU3F3,POU class 3 homeobox 3
212477_at,4.84E-01,1.19E-01,1.5741438,-4.83645,0.18329785,ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
205045_at,4.84E-01,1.19E-01,-1.5740478,-4.83659,-0.2728656,AKAP10,A-kinase anchoring protein 10
211124_s_at,4.84E-01,1.19E-01,1.5737621,-4.837,0.43659962,KITLG,KIT ligand
207192_at,4.84E-01,1.19E-01,1.5736149,-4.83721,0.40483264,DNASE1L2,deoxyribonuclease 1 like 2
208574_at,4.84E-01,1.19E-01,-1.5734956,-4.83739,-0.39322804,SOX14,SRY-box 14
217377_x_at,4.84E-01,1.19E-01,1.5734743,-4.83742,0.16731297,NTRK3,neurotrophic receptor tyrosine kinase 3
200734_s_at,4.84E-01,1.19E-01,1.5732579,-4.83773,0.14825301,ARF3,ADP ribosylation factor 3
209870_s_at,4.84E-01,1.19E-01,-1.5731246,-4.83792,-0.26602599,APBA2,amyloid beta precursor protein binding family A member 2
213336_at,4.84E-01,1.19E-01,1.5727027,-4.83854,0.1695858,BAZ1B,bromodomain adjacent to zinc finger domain 1B
206504_at,4.84E-01,1.19E-01,1.5726154,-4.83866,0.41796274,CYP24A1,cytochrome P450 family 24 subfamily A member 1
213908_at,4.84E-01,1.19E-01,1.5725516,-4.83876,0.16315423,WHAMMP2///WHAMMP3,"WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2///WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3"
36552_at,4.84E-01,1.19E-01,-1.5724739,-4.83887,-0.13451391,C2CD3,C2 calcium dependent domain containing 3
216165_at,4.84E-01,1.20E-01,1.5724043,-4.83897,0.45994668,GARNL3,GTPase activating Rap/RanGAP domain like 3
212183_at,4.85E-01,1.20E-01,1.5720497,-4.83948,0.25473272,NUDT4P1///NUDT4,nudix hydrolase 4 pseudogene 1///nudix hydrolase 4
210645_s_at,4.85E-01,1.20E-01,-1.5719383,-4.83965,-0.16270097,TTC3P1///TTC3,tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
205821_at,4.85E-01,1.20E-01,-1.5718944,-4.83971,-0.19079871,KLRC4-KLRK1///KLRK1,KLRC4-KLRK1 readthrough///killer cell lectin like receptor K1
211407_at,4.85E-01,1.20E-01,1.5716555,-4.84005,0.34067777,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7
218176_at,4.85E-01,1.20E-01,-1.5715374,-4.84023,-0.29909811,MAGEF1,MAGE family member F1
203632_s_at,4.85E-01,1.20E-01,-1.5714871,-4.8403,-0.42324043,GPRC5B,G protein-coupled receptor class C group 5 member B
212729_at,4.85E-01,1.20E-01,-1.5712494,-4.84064,-0.12747429,DLG3,discs large MAGUK scaffold protein 3
222158_s_at,4.85E-01,1.20E-01,1.5711501,-4.84079,0.2686106,DESI2,desumoylating isopeptidase 2
210177_at,4.85E-01,1.20E-01,1.5710583,-4.84092,0.23094256,TRIM15,tripartite motif containing 15
207122_x_at,4.85E-01,1.20E-01,-1.571046,-4.84094,-0.16693783,SULT1A2,sulfotransferase family 1A member 2
218891_at,4.85E-01,1.20E-01,-1.5710058,-4.841,-0.338626,C10orf76,chromosome 10 open reading frame 76
217086_at,4.85E-01,1.20E-01,1.5706366,-4.84153,0.36613652,CHRNB3,cholinergic receptor nicotinic beta 3 subunit
209324_s_at,4.85E-01,1.20E-01,1.5701681,-4.84221,0.40386211,RGS16,regulator of G-protein signaling 16
211778_s_at,4.85E-01,1.20E-01,-1.5700673,-4.84236,-0.17842007,OVOL2,ovo like zinc finger 2
203615_x_at,4.85E-01,1.20E-01,-1.5699348,-4.84255,-0.23967011,SULT1A1,sulfotransferase family 1A member 1
214052_x_at,4.85E-01,1.20E-01,1.5698129,-4.84272,0.418728,PRRC2C,proline rich coiled-coil 2C
220724_at,4.85E-01,1.20E-01,1.5696618,-4.84294,0.42730804,CWH43,cell wall biogenesis 43 C-terminal homolog
212314_at,4.85E-01,1.20E-01,-1.5695232,-4.84314,-0.19532116,SEL1L3,SEL1L family member 3
201690_s_at,4.85E-01,1.20E-01,-1.5695002,-4.84318,-0.20120807,TPD52,tumor protein D52
210114_at,4.85E-01,1.20E-01,-1.5693851,-4.84334,-0.214032,INVS,inversin
47530_at,4.86E-01,1.20E-01,-1.5690854,-4.84378,-0.12400476,TRMO,tRNA methyltransferase O
203567_s_at,4.86E-01,1.20E-01,1.5690422,-4.84384,0.19269741,TRIM38,tripartite motif containing 38
220658_s_at,4.86E-01,1.20E-01,-1.5688716,-4.84409,-0.29021981,ARNTL2,aryl hydrocarbon receptor nuclear translocator like 2
214080_x_at,4.86E-01,1.20E-01,-1.5683418,-4.84485,-0.10862435,PRKCSH,protein kinase C substrate 80K-H
216394_x_at,4.86E-01,1.21E-01,-1.5681083,-4.84519,-0.43047876,,
220972_s_at,4.86E-01,1.21E-01,1.568062,-4.84526,0.46500301,KRTAP9-9,keratin associated protein 9-9
203963_at,4.86E-01,1.21E-01,-1.5680373,-4.84529,-0.28819766,CA12,carbonic anhydrase 12
212136_at,4.86E-01,1.21E-01,-1.5678042,-4.84563,-0.2649823,ATP2B4,ATPase plasma membrane Ca2+ transporting 4
206289_at,4.86E-01,1.21E-01,1.5676365,-4.84587,0.33499301,HOXA4,homeobox A4
219514_at,4.86E-01,1.21E-01,1.5675749,-4.84596,0.3861045,ANGPTL2,angiopoietin like 2
205551_at,4.86E-01,1.21E-01,1.5673918,-4.84623,0.25059993,SV2B,synaptic vesicle glycoprotein 2B
220241_at,4.86E-01,1.21E-01,-1.5673068,-4.84635,-0.34914582,TMCO3,transmembrane and coiled-coil domains 3
221184_at,4.86E-01,1.21E-01,-1.5672249,-4.84647,-0.35395489,,
204418_x_at,4.86E-01,1.21E-01,-1.5672154,-4.84648,-0.20663313,GSTM2,glutathione S-transferase mu 2 (muscle)
212154_at,4.86E-01,1.21E-01,1.5671731,-4.84654,0.64078202,SDC2,syndecan 2
203321_s_at,4.86E-01,1.21E-01,1.5670442,-4.84673,0.14585692,ADNP2,ADNP homeobox 2
202124_s_at,4.86E-01,1.21E-01,-1.5670181,-4.84677,-0.15783089,TRAK2,trafficking kinesin protein 2
214967_at,4.86E-01,1.21E-01,-1.5667688,-4.84713,-0.4441473,,
215428_at,4.87E-01,1.21E-01,1.5662939,-4.84781,0.30403812,,
222239_s_at,4.87E-01,1.21E-01,-1.566074,-4.84813,-0.17393532,INTS6,integrator complex subunit 6
216231_s_at,4.87E-01,1.21E-01,1.5658613,-4.84844,0.08918158,B2M,beta-2-microglobulin
221769_at,4.87E-01,1.21E-01,-1.5657982,-4.84853,-0.18128898,SPSB3,splA/ryanodine receptor domain and SOCS box containing 3
209523_at,4.87E-01,1.21E-01,-1.5656237,-4.84878,-0.18547829,TAF2,TATA-box binding protein associated factor 2
220159_at,4.87E-01,1.21E-01,-1.565378,-4.84914,-0.37368015,ABCA11P,"ATP binding cassette subfamily A member 11, pseudogene"
53991_at,4.87E-01,1.21E-01,-1.5651431,-4.84948,-0.30365952,DENND2A,DENN domain containing 2A
204230_s_at,4.87E-01,1.21E-01,1.565105,-4.84953,0.29878777,SLC17A7,solute carrier family 17 member 7
209270_at,4.87E-01,1.21E-01,1.5650434,-4.84962,0.36815747,LAMB3,laminin subunit beta 3
219319_at,4.87E-01,1.21E-01,-1.5644793,-4.85043,-0.30825796,HIF3A,hypoxia inducible factor 3 alpha subunit
221570_s_at,4.87E-01,1.21E-01,-1.564362,-4.8506,-0.17167478,METTL5,methyltransferase like 5
211053_at,4.87E-01,1.21E-01,1.564283,-4.85072,0.23488357,KCNG1,potassium voltage-gated channel modifier subfamily G member 1
216837_at,4.87E-01,1.21E-01,1.5642739,-4.85073,0.23304913,EPHA5,EPH receptor A5
219554_at,4.87E-01,1.21E-01,1.5642666,-4.85074,0.3010083,RHCG,Rh family C glycoprotein
214703_s_at,4.87E-01,1.21E-01,-1.5642664,-4.85074,-0.15520064,MAN2B2,mannosidase alpha class 2B member 2
216593_s_at,4.87E-01,1.21E-01,-1.5641737,-4.85087,-0.14436968,PIGC,phosphatidylinositol glycan anchor biosynthesis class C
204739_at,4.87E-01,1.21E-01,-1.5641015,-4.85098,-0.16487205,CENPC,centromere protein C
201744_s_at,4.87E-01,1.22E-01,1.563892,-4.85128,0.46683799,LUM,lumican
211386_at,4.87E-01,1.22E-01,-1.5638579,-4.85133,-0.21025917,MGC12488,uncharacterized protein MGC12488
201547_at,4.87E-01,1.22E-01,1.5637271,-4.85152,0.40636799,KDM5B,lysine demethylase 5B
216111_x_at,4.87E-01,1.22E-01,-1.5636459,-4.85164,-0.11903383,PMS2P3,"PMS1 homolog 2, mismatch repair system component pseudogene 3"
220642_x_at,4.88E-01,1.22E-01,-1.5634759,-4.85188,-0.12644985,GPR89A///GPR89B,G protein-coupled receptor 89A///G protein-coupled receptor 89B
202120_x_at,4.88E-01,1.22E-01,1.5632394,-4.85222,0.13083611,AP2S1,adaptor related protein complex 2 sigma 1 subunit
218153_at,4.88E-01,1.22E-01,-1.5629571,-4.85263,-0.25814932,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial (putative)"
201132_at,4.88E-01,1.22E-01,-1.5629556,-4.85263,-0.12194784,RPL36A-HNRNPH2///HNRNPH2,RPL36A-HNRNPH2 readthrough///heterogeneous nuclear ribonucleoprotein H2 (H')
222333_at,4.88E-01,1.22E-01,-1.5626783,-4.85303,-0.12303976,ALS2CL,ALS2 C-terminal like
202477_s_at,4.88E-01,1.22E-01,1.5622469,-4.85365,0.11682451,TUBGCP2,tubulin gamma complex associated protein 2
217430_x_at,4.88E-01,1.22E-01,1.5622268,-4.85368,0.1714908,COL1A1,collagen type I alpha 1 chain
214382_at,4.88E-01,1.22E-01,1.5622054,-4.85371,0.38663778,UNC93A,unc-93 homolog A (C. elegans)
214416_at,4.88E-01,1.22E-01,-1.5618693,-4.8542,-0.4405191,,
201162_at,4.88E-01,1.22E-01,-1.5617318,-4.85439,-0.60999737,IGFBP7,insulin like growth factor binding protein 7
208695_s_at,4.89E-01,1.22E-01,1.5611471,-4.85524,0.09826564,RPL39,ribosomal protein L39
220584_at,4.89E-01,1.22E-01,-1.5610911,-4.85532,-0.18303689,PRR36,proline rich 36
208616_s_at,4.89E-01,1.22E-01,1.5609604,-4.85551,0.10378849,PTP4A2,"protein tyrosine phosphatase type IVA, member 2"
210233_at,4.89E-01,1.22E-01,1.5608751,-4.85563,0.38941006,IL1RAP,interleukin 1 receptor accessory protein
203381_s_at,4.89E-01,1.22E-01,-1.5607913,-4.85575,-0.40391033,APOE,apolipoprotein E
203949_at,4.89E-01,1.22E-01,1.5607172,-4.85586,0.27420807,MPO,myeloperoxidase
218992_at,4.89E-01,1.22E-01,-1.5606162,-4.856,-0.22194258,PLGRKT,plasminogen receptor with a C-terminal lysine
205064_at,4.89E-01,1.22E-01,-1.5605314,-4.85612,-0.25762145,SPRR1B,small proline rich protein 1B
214358_at,4.89E-01,1.22E-01,-1.5603863,-4.85633,-0.21373887,ACACA,acetyl-CoA carboxylase alpha
218451_at,4.89E-01,1.22E-01,1.5602689,-4.8565,0.41380607,CDCP1,CUB domain containing protein 1
208424_s_at,4.89E-01,1.22E-01,-1.5599727,-4.85693,-0.12923846,CIAPIN1,cytokine induced apoptosis inhibitor 1
207278_s_at,4.89E-01,1.22E-01,1.5597539,-4.85724,0.31557312,CD209,CD209 molecule
212732_at,4.89E-01,1.23E-01,1.5596587,-4.85738,0.33253374,MEG3,maternally expressed 3 (non-protein coding)
210108_at,4.89E-01,1.23E-01,-1.5594049,-4.85774,-0.40999231,CACNA1D,calcium voltage-gated channel subunit alpha1 D
214001_x_at,4.89E-01,1.23E-01,-1.5592011,-4.85804,-0.18298262,RPS10,ribosomal protein S10
212992_at,4.89E-01,1.23E-01,1.5590882,-4.8582,0.33058634,AHNAK2,AHNAK nucleoprotein 2
206861_s_at,4.89E-01,1.23E-01,1.5588509,-4.85854,0.08120136,CGGBP1,CGG triplet repeat binding protein 1
203640_at,4.89E-01,1.23E-01,-1.5588072,-4.8586,-0.21833832,MBNL2,muscleblind like splicing regulator 2
34726_at,4.89E-01,1.23E-01,-1.5587969,-4.85862,-0.28198566,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3
200762_at,4.89E-01,1.23E-01,-1.5587885,-4.85863,-0.37603848,DPYSL2,dihydropyrimidinase like 2
204664_at,4.89E-01,1.23E-01,1.5587001,-4.85876,0.17396537,ALPP,"alkaline phosphatase, placental"
213333_at,4.89E-01,1.23E-01,-1.5585224,-4.85901,-0.1475605,MDH2,malate dehydrogenase 2
212516_at,4.90E-01,1.23E-01,-1.5580768,-4.85965,-0.16608394,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
207776_s_at,4.90E-01,1.23E-01,1.5580473,-4.8597,0.20672936,CACNB2,calcium voltage-gated channel auxiliary subunit beta 2
217189_s_at,4.90E-01,1.23E-01,1.5578806,-4.85994,0.11514379,SMG7,"SMG7, nonsense mediated mRNA decay factor"
211249_at,4.90E-01,1.23E-01,-1.5578008,-4.86005,-0.30186441,GPR68,G protein-coupled receptor 68
217626_at,4.90E-01,1.23E-01,1.5577722,-4.86009,0.34247464,AKR1C1,aldo-keto reductase family 1 member C1
215666_at,4.90E-01,1.23E-01,1.5574041,-4.86062,1.23635032,HLA-DRB4,"major histocompatibility complex, class II, DR beta 4"
214062_x_at,4.90E-01,1.23E-01,1.5569882,-4.86122,0.42131932,NFKBIB,NFKB inhibitor beta
207666_x_at,4.90E-01,1.23E-01,-1.5568969,-4.86135,-0.46220764,SSX3,SSX family member 3
210712_at,4.90E-01,1.23E-01,-1.5567542,-4.86156,-0.23545166,LDHAL6B,lactate dehydrogenase A like 6B
216305_s_at,4.90E-01,1.23E-01,-1.5564561,-4.86198,-0.17913485,GCFC2,GC-rich sequence DNA-binding factor 2
204275_at,4.90E-01,1.23E-01,-1.5564064,-4.86205,-0.20404689,CAPN15,calpain 15
202144_s_at,4.90E-01,1.23E-01,-1.556401,-4.86206,-0.12403484,ADSL,adenylosuccinate lyase
213400_s_at,4.90E-01,1.23E-01,1.5563699,-4.86211,0.17910081,TBL1X,transducin (beta)-like 1X-linked
220969_s_at,4.91E-01,1.23E-01,1.5560635,-4.86255,0.33074721,,
201924_at,4.91E-01,1.23E-01,-1.5556057,-4.8632,-0.13212703,AFF1,AF4/FMR2 family member 1
214601_at,4.91E-01,1.24E-01,-1.5554244,-4.86346,-0.48604173,TPH1,tryptophan hydroxylase 1
204249_s_at,4.91E-01,1.24E-01,1.5551626,-4.86384,0.20305838,LMO2,LIM domain only 2
213320_at,4.91E-01,1.24E-01,-1.5550847,-4.86395,-0.15974475,PRMT3,protein arginine methyltransferase 3
205201_at,4.91E-01,1.24E-01,1.5550517,-4.864,0.15884159,GLI3,GLI family zinc finger 3
220665_at,4.91E-01,1.24E-01,-1.5549902,-4.86409,-0.3967901,LUZP4,leucine zipper protein 4
206375_s_at,4.91E-01,1.24E-01,1.554978,-4.86411,0.34319377,HSPB3,heat shock protein family B (small) member 3
209294_x_at,4.91E-01,1.24E-01,1.5548825,-4.86424,0.28264284,TNFRSF10B,TNF receptor superfamily member 10b
217906_at,4.91E-01,1.24E-01,-1.5547164,-4.86448,-0.17412476,KLHDC2,kelch domain containing 2
200788_s_at,4.91E-01,1.24E-01,1.5547114,-4.86449,0.17157126,PEA15,phosphoprotein enriched in astrocytes 15
211406_at,4.91E-01,1.24E-01,-1.5546967,-4.86451,-0.15139132,IER3IP1,immediate early response 3 interacting protein 1
211609_x_at,4.91E-01,1.24E-01,1.5544428,-4.86487,0.15122754,PSMD4,"proteasome 26S subunit, non-ATPase 4"
213430_at,4.91E-01,1.24E-01,-1.5543774,-4.86497,-0.31108418,RUFY3,RUN and FYVE domain containing 3
216053_x_at,4.91E-01,1.24E-01,-1.5541076,-4.86535,-0.34682335,FAM27B///FAM27C///FAM182B///FAM182A,family with sequence similarity 27 member B///family with sequence similarity 27 member C///family with sequence similarity 182 member B///family with sequence similarity 182 member A
220621_at,4.91E-01,1.24E-01,1.5540418,-4.86545,0.29293548,FOXE3,forkhead box E3
217514_at,4.91E-01,1.24E-01,1.5538107,-4.86578,0.39413485,ST8SIA5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
217557_s_at,4.91E-01,1.24E-01,-1.5536842,-4.86596,-0.32718112,CPM,carboxypeptidase M
205935_at,4.91E-01,1.24E-01,-1.5536507,-4.86601,-0.18237974,FOXF1,forkhead box F1
209021_x_at,4.91E-01,1.24E-01,1.5534751,-4.86626,0.31008429,ATG13,autophagy related 13
214778_at,4.91E-01,1.24E-01,1.553469,-4.86627,0.41682259,MEGF8,multiple EGF like domains 8
209421_at,4.92E-01,1.24E-01,-1.5530854,-4.86682,-0.2608126,MSH2,mutS homolog 2
213421_x_at,4.92E-01,1.24E-01,-1.5525541,-4.86758,-0.16799427,PRSS3,"protease, serine 3"
210305_at,4.92E-01,1.24E-01,1.5522753,-4.86798,0.42113824,PDE4DIP,phosphodiesterase 4D interacting protein
203337_x_at,4.92E-01,1.24E-01,-1.5522283,-4.86805,-0.24595802,ITGB1BP1,integrin subunit beta 1 binding protein 1
210264_at,4.92E-01,1.24E-01,1.5518788,-4.86855,0.15175221,GPR35,G protein-coupled receptor 35
210099_at,4.92E-01,1.24E-01,1.5518645,-4.86857,0.20842227,ABCA2,ATP binding cassette subfamily A member 2
220296_at,4.92E-01,1.24E-01,-1.551673,-4.86884,-0.32076347,,
215461_at,4.92E-01,1.24E-01,1.5515901,-4.86896,0.31327195,ZNRF4,zinc and ring finger 4
208729_x_at,4.93E-01,1.24E-01,1.5513262,-4.86934,0.0744243,HLA-B,"major histocompatibility complex, class I, B"
216514_at,4.93E-01,1.25E-01,1.5511964,-4.86952,0.1593969,,
222112_at,4.93E-01,1.25E-01,1.5510855,-4.86968,0.33903101,EPS15L1,epidermal growth factor receptor pathway substrate 15 like 1
212022_s_at,4.93E-01,1.25E-01,-1.5508292,-4.87005,-0.3255954,MKI67,marker of proliferation Ki-67
221128_at,4.93E-01,1.25E-01,1.550692,-4.87025,0.1834337,ADAM19,ADAM metallopeptidase domain 19
205473_at,4.93E-01,1.25E-01,1.5505597,-4.87044,0.42097439,ATP6V1B1,ATPase H+ transporting V1 subunit B1
207626_s_at,4.93E-01,1.25E-01,-1.5503567,-4.87073,-0.36618885,SLC7A2,solute carrier family 7 member 2
213196_at,4.93E-01,1.25E-01,1.5503117,-4.87079,0.15539396,ZNF629,zinc finger protein 629
208947_s_at,4.93E-01,1.25E-01,-1.5502149,-4.87093,-0.2516168,UPF1,"UPF1, RNA helicase and ATPase"
201614_s_at,4.93E-01,1.25E-01,-1.5499249,-4.87134,-0.28163214,RUVBL1,RuvB like AAA ATPase 1
206900_x_at,4.93E-01,1.25E-01,-1.5499005,-4.87138,-0.15604445,ZNF253,zinc finger protein 253
201565_s_at,4.93E-01,1.25E-01,-1.5498596,-4.87144,-0.24373512,ID2,"inhibitor of DNA binding 2, HLH protein"
207709_at,4.93E-01,1.25E-01,-1.5497588,-4.87158,-0.44928521,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2
205548_s_at,4.93E-01,1.25E-01,1.5494378,-4.87204,0.19236543,BTG3,BTG anti-proliferation factor 3
216947_at,4.93E-01,1.25E-01,-1.549431,-4.87205,-0.43972777,DES,desmin
208032_s_at,4.93E-01,1.25E-01,1.549392,-4.87211,0.26214654,GRIA3,glutamate ionotropic receptor AMPA type subunit 3
214126_at,4.93E-01,1.25E-01,1.549373,-4.87213,0.33914619,,
218984_at,4.93E-01,1.25E-01,-1.5493156,-4.87222,-0.14620122,PUS7,pseudouridylate synthase 7 (putative)
209525_at,4.93E-01,1.25E-01,-1.5492822,-4.87226,-0.28807462,HDGFRP3,"hepatoma-derived growth factor, related protein 3"
208189_s_at,4.93E-01,1.25E-01,1.5489886,-4.87268,0.21797082,MYO7A,myosin VIIA
219005_at,4.93E-01,1.25E-01,-1.5484886,-4.8734,-0.27324242,TMEM59L,transmembrane protein 59 like
205556_at,4.93E-01,1.25E-01,-1.5483796,-4.87355,-0.40004568,MSX2,msh homeobox 2
221388_at,4.93E-01,1.25E-01,-1.5483098,-4.87365,-0.25970296,OR1A1,olfactory receptor family 1 subfamily A member 1
204004_at,4.93E-01,1.25E-01,1.5482235,-4.87378,0.23087336,PAWR,pro-apoptotic WT1 regulator
202382_s_at,4.93E-01,1.25E-01,-1.5481407,-4.8739,-0.37391703,GNPDA1,glucosamine-6-phosphate deaminase 1
202067_s_at,4.93E-01,1.25E-01,1.5480976,-4.87396,0.31180298,LDLR,low density lipoprotein receptor
204295_at,4.93E-01,1.25E-01,-1.5480113,-4.87408,-0.10772456,SURF1,surfeit 1
219789_at,4.94E-01,1.25E-01,-1.5475675,-4.87471,-0.27195884,NPR3,natriuretic peptide receptor 3
212462_at,4.94E-01,1.25E-01,-1.547558,-4.87473,-0.2190408,KAT6B,lysine acetyltransferase 6B
207886_s_at,4.94E-01,1.25E-01,1.5474686,-4.87486,0.4740238,CALCR,calcitonin receptor
218111_s_at,4.94E-01,1.25E-01,1.547344,-4.87503,0.18614563,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase
217063_x_at,4.94E-01,1.26E-01,-1.5470389,-4.87547,-0.23209147,YME1L1,YME1 like 1 ATPase
205095_s_at,4.94E-01,1.26E-01,-1.5467696,-4.87585,-0.30085946,ATP6V0A1,ATPase H+ transporting V0 subunit a1
