ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
210767_at,2.21E-02,2.35E-03,3.159286,-1.84968,0.891798,NF2,neurofibromin 2
210399_x_at,2.21E-02,2.35E-03,3.158543,-1.8517,0.2904319,FUT6,fucosyltransferase 6
219221_at,2.21E-02,2.36E-03,-3.157605,-1.85425,-0.3167827,ZBTB38,zinc finger and BTB domain containing 38
200746_s_at,2.22E-02,2.37E-03,3.156926,-1.8561,0.2396124,GNB1,G protein subunit beta 1
219478_at,2.22E-02,2.37E-03,3.156724,-1.85665,0.4841511,WFDC1,WAP four-disulfide core domain 1
204042_at,2.22E-02,2.37E-03,3.156683,-1.85676,0.4005271,WASF3,WAS protein family member 3
202074_s_at,2.22E-02,2.37E-03,3.155548,-1.85985,0.2505958,OPTN,optineurin
204336_s_at,2.22E-02,2.38E-03,3.155416,-1.86021,0.3234924,RGS19,regulator of G-protein signaling 19
206139_at,2.22E-02,2.38E-03,3.155287,-1.86056,0.2237766,PI4KB,phosphatidylinositol 4-kinase beta
211719_x_at,2.23E-02,2.38E-03,3.155006,-1.86132,0.5538204,FN1,fibronectin 1
220360_at,2.23E-02,2.38E-03,-3.154837,-1.86178,-0.9846752,THAP9,THAP domain containing 9
206438_x_at,2.23E-02,2.38E-03,3.154647,-1.8623,0.2519829,TCTN2,tectonic family member 2
218929_at,2.23E-02,2.39E-03,-3.153975,-1.86413,-0.3386809,CDKN2AIP,CDKN2A interacting protein
221423_s_at,2.23E-02,2.39E-03,-3.153078,-1.86657,-0.5170178,YIPF5,Yip1 domain family member 5
211633_x_at,2.23E-02,2.39E-03,3.152858,-1.86716,0.8854661,,
217360_x_at,2.24E-02,2.40E-03,3.152307,-1.86866,0.9751252,IGHV4-31///IGHM///IGHG3///IGHG1///IGHA1,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1
218467_at,2.24E-02,2.40E-03,-3.151648,-1.87045,-0.2073425,PSMG2,proteasome assembly chaperone 2
203346_s_at,2.24E-02,2.40E-03,-3.151636,-1.87048,-0.3900879,MTF2,metal response element binding transcription factor 2
201092_at,2.24E-02,2.41E-03,-3.151233,-1.87158,-0.1808975,RBBP7,"RB binding protein 7, chromatin remodeling factor"
205249_at,2.24E-02,2.41E-03,3.151118,-1.87189,0.8158461,EGR2,early growth response 2
200744_s_at,2.24E-02,2.41E-03,3.150962,-1.87232,0.2171722,GNB1,G protein subunit beta 1
216936_at,2.24E-02,2.41E-03,3.150925,-1.87242,0.410904,,
205391_x_at,2.24E-02,2.41E-03,3.150772,-1.87283,0.7487694,ANK1,ankyrin 1
207483_s_at,2.25E-02,2.42E-03,-3.148889,-1.87795,-0.3908996,CAND1,cullin associated and neddylation dissociated 1
218595_s_at,2.25E-02,2.42E-03,-3.148707,-1.87844,-0.4154411,HEATR1,HEAT repeat containing 1
207740_s_at,2.25E-02,2.43E-03,-3.148368,-1.87936,-0.3266044,NUP62,nucleoporin 62
209023_s_at,2.26E-02,2.43E-03,-3.148144,-1.87997,-0.5401578,STAG2,stromal antigen 2
202589_at,2.26E-02,2.43E-03,3.147793,-1.88093,0.4159984,TYMS,thymidylate synthetase
201388_at,2.26E-02,2.43E-03,-3.147674,-1.88125,-0.2258783,PSMD3,"proteasome 26S subunit, non-ATPase 3"
205110_s_at,2.26E-02,2.43E-03,3.147279,-1.88232,0.9579279,FGF13,fibroblast growth factor 13
211763_s_at,2.26E-02,2.44E-03,3.146909,-1.88332,0.3220033,UBE2B,ubiquitin conjugating enzyme E2 B
204420_at,2.26E-02,2.44E-03,3.146697,-1.8839,0.93215,FOSL1,"FOS like 1, AP-1 transcription factor subunit"
201029_s_at,2.26E-02,2.45E-03,3.145715,-1.88657,0.2019786,CD99,CD99 molecule
205914_s_at,2.26E-02,2.45E-03,3.145701,-1.8866,0.5295942,GRIN1,glutamate ionotropic receptor NMDA type subunit 1
203701_s_at,2.26E-02,2.45E-03,-3.14549,-1.88718,-0.2697299,TRMT1,tRNA methyltransferase 1
217248_s_at,2.26E-02,2.45E-03,3.145308,-1.88767,0.9404554,SLC7A8,solute carrier family 7 member 8
206701_x_at,2.26E-02,2.45E-03,3.145296,-1.8877,1.0289352,EDNRB,endothelin receptor type B
220257_x_at,2.27E-02,2.45E-03,-3.144656,-1.88944,-0.3074584,NXF2B///NXF2,nuclear RNA export factor 2B///nuclear RNA export factor 2
200834_s_at,2.27E-02,2.45E-03,-3.144621,-1.88953,-0.1955252,RPS21,ribosomal protein S21
214147_at,2.27E-02,2.45E-03,3.144582,-1.88964,0.3807716,MROH7,maestro heat like repeat family member 7
202854_at,2.27E-02,2.46E-03,3.14336,-1.89295,0.1791722,HPRT1,hypoxanthine phosphoribosyltransferase 1
214742_at,2.28E-02,2.47E-03,-3.141843,-1.89707,-0.8221946,CEP131,centrosomal protein 131
209975_at,2.28E-02,2.47E-03,-3.141781,-1.89724,-0.7897928,CYP2E1,cytochrome P450 family 2 subfamily E member 1
208290_s_at,2.28E-02,2.48E-03,-3.141543,-1.89788,-0.4724798,EIF5,eukaryotic translation initiation factor 5
221578_at,2.28E-02,2.48E-03,-3.141236,-1.89872,-0.9866106,RASSF4,Ras association domain family member 4
216470_x_at,2.29E-02,2.48E-03,3.141018,-1.89931,0.396609,PRSS2,"protease, serine 2"
214216_s_at,2.29E-02,2.48E-03,-3.140763,-1.9,-0.5046387,LARP4B,La ribonucleoprotein domain family member 4B
204835_at,2.29E-02,2.48E-03,-3.140522,-1.90065,-0.3755358,POLA1,"DNA polymerase alpha 1, catalytic subunit"
207497_s_at,2.29E-02,2.49E-03,3.139578,-1.90321,0.4417754,MS4A2,membrane spanning 4-domains A2
208376_at,2.29E-02,2.49E-03,3.139487,-1.90346,0.4205301,CCR4,C-C motif chemokine receptor 4
212878_s_at,2.30E-02,2.50E-03,-3.137771,-1.90811,-0.3020773,KLC1,kinesin light chain 1
205891_at,2.31E-02,2.51E-03,3.137282,-1.90943,0.6861049,ADORA2B,adenosine A2b receptor
218858_at,2.31E-02,2.51E-03,3.136634,-1.91119,0.4296027,DEPTOR,DEP domain containing MTOR-interacting protein
201912_s_at,2.32E-02,2.52E-03,3.13554,-1.91415,0.4964371,GSPT1,G1 to S phase transition 1
210792_x_at,2.33E-02,2.54E-03,-3.132609,-1.92208,-0.3363774,SIVA1,SIVA1 apoptosis inducing factor
211307_s_at,2.33E-02,2.54E-03,3.132454,-1.9225,1.3171934,FCAR,Fc fragment of IgA receptor
221762_s_at,2.34E-02,2.55E-03,3.131977,-1.92379,0.5209588,PCIF1,PDX1 C-terminal inhibiting factor 1
218872_at,2.34E-02,2.55E-03,3.131242,-1.92578,0.312015,TESC,tescalcin
217498_at,2.35E-02,2.56E-03,-3.12974,-1.92984,-0.6815884,GDF11,growth differentiation factor 11
205223_at,2.35E-02,2.57E-03,-3.129391,-1.93078,-0.7670754,DEPDC5,DEP domain containing 5
218444_at,2.35E-02,2.57E-03,-3.129083,-1.93161,-0.7083138,ALG12,"ALG12, alpha-1,6-mannosyltransferase"
208089_s_at,2.35E-02,2.57E-03,-3.129058,-1.93168,-0.3266531,TDRD3,tudor domain containing 3
214599_at,2.36E-02,2.58E-03,3.127776,-1.93515,0.6570514,IVL,involucrin
201116_s_at,2.36E-02,2.58E-03,3.127569,-1.93571,0.4506302,CPE,carboxypeptidase E
215200_x_at,2.36E-02,2.58E-03,-3.127488,-1.93592,-1.106798,,
209385_s_at,2.37E-02,2.59E-03,-3.126586,-1.93836,-0.5085769,PROSC,proline synthetase cotranscribed homolog (bacterial)
211893_x_at,2.37E-02,2.59E-03,-3.126453,-1.93872,-0.5475178,CD6,CD6 molecule
208635_x_at,2.37E-02,2.59E-03,-3.12605,-1.93981,-0.2014241,NACA,nascent polypeptide-associated complex alpha subunit
201730_s_at,2.37E-02,2.60E-03,-3.125436,-1.94147,-0.7617662,TPR,"translocated promoter region, nuclear basket protein"
202367_at,2.37E-02,2.60E-03,3.12537,-1.94165,0.3729477,CUX1,cut like homeobox 1
218011_at,2.38E-02,2.61E-03,-3.123618,-1.94638,-0.2972706,UBL5,ubiquitin like 5
215158_s_at,2.39E-02,2.62E-03,3.123015,-1.94801,0.175038,DEDD,death effector domain containing
215963_x_at,2.39E-02,2.62E-03,-3.122963,-1.94815,-0.290201,RPL3,ribosomal protein L3
207072_at,2.39E-02,2.62E-03,-3.122007,-1.95073,-0.61228,IL18RAP,interleukin 18 receptor accessory protein
221688_s_at,2.40E-02,2.63E-03,-3.120993,-1.95346,-0.2138833,IMP3,"IMP3, U3 small nucleolar ribonucleoprotein"
212291_at,2.40E-02,2.63E-03,-3.120809,-1.95396,-0.8710241,HIPK1,homeodomain interacting protein kinase 1
213199_at,2.40E-02,2.64E-03,-3.12031,-1.95531,-0.2576365,C2CD3,C2 calcium dependent domain containing 3
212834_at,2.40E-02,2.64E-03,-3.119705,-1.95694,-0.3766165,DDX52,DEAD-box helicase 52
203630_s_at,2.41E-02,2.65E-03,-3.119258,-1.95814,-0.2874322,COG5,component of oligomeric golgi complex 5
220132_s_at,2.41E-02,2.65E-03,-3.118974,-1.95891,-0.4203946,CLEC2D,C-type lectin domain family 2 member D
217673_x_at,2.41E-02,2.65E-03,3.118878,-1.95917,0.2325871,GNAS,GNAS complex locus
203188_at,2.41E-02,2.65E-03,3.118215,-1.96095,0.2475556,B4GAT1,"beta-1,4-glucuronyltransferase 1"
208719_s_at,2.41E-02,2.66E-03,-3.11763,-1.96253,-1.0474596,DDX17,DEAD-box helicase 17
201161_s_at,2.41E-02,2.66E-03,3.117511,-1.96285,0.6031217,YBX3,Y-box binding protein 3
200921_s_at,2.41E-02,2.66E-03,-3.11725,-1.96356,-0.2967341,BTG1,BTG anti-proliferation factor 1
218280_x_at,2.41E-02,2.66E-03,3.117215,-1.96365,0.3566788,HIST2H2AA4///HIST2H2AA3,"histone cluster 2, H2aa4///histone cluster 2, H2aa3"
207527_at,2.41E-02,2.66E-03,3.117015,-1.96419,0.4678447,KCNJ9,potassium voltage-gated channel subfamily J member 9
212876_at,2.41E-02,2.66E-03,-3.116989,-1.96426,-0.4851015,B4GALT4,"beta-1,4-galactosyltransferase 4"
201806_s_at,2.42E-02,2.67E-03,-3.115964,-1.96702,-0.6432468,ATXN2L,ataxin 2 like
221255_s_at,2.42E-02,2.68E-03,-3.115561,-1.96811,-0.2480169,EMC6,ER membrane protein complex subunit 6
217082_at,2.42E-02,2.68E-03,3.115076,-1.96942,0.8514915,,
215038_s_at,2.43E-02,2.68E-03,-3.114559,-1.97081,-0.2283922,SETD2,SET domain containing 2
219699_at,2.43E-02,2.68E-03,3.114428,-1.97116,0.3361725,LGI2,leucine rich repeat LGI family member 2
214731_at,2.43E-02,2.69E-03,-3.113922,-1.97253,-0.3237702,,
202406_s_at,2.43E-02,2.69E-03,-3.11383,-1.97277,-0.2366155,TIAL1,TIA1 cytotoxic granule-associated RNA binding protein-like 1
214784_x_at,2.43E-02,2.69E-03,3.113697,-1.97313,0.2849593,XPO6,exportin 6
212817_at,2.43E-02,2.69E-03,3.113622,-1.97333,0.3686064,DNAJB5,DnaJ heat shock protein family (Hsp40) member B5
200605_s_at,2.43E-02,2.69E-03,3.113571,-1.97347,0.3764576,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha
208451_s_at,2.43E-02,2.69E-03,3.113557,-1.97351,0.5953561,C4B_2///C4B///C4A,"complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)"
218846_at,2.43E-02,2.70E-03,-3.112444,-1.97651,-0.3062894,MED23,mediator complex subunit 23
206477_s_at,2.44E-02,2.70E-03,3.111911,-1.97794,0.543622,NOVA2,NOVA alternative splicing regulator 2
200842_s_at,2.44E-02,2.71E-03,-3.111592,-1.9788,-0.345539,EPRS,glutamyl-prolyl-tRNA synthetase
214152_at,2.44E-02,2.71E-03,3.111177,-1.97992,0.3700414,DYX1C1-CCPG1///CCPG1,DYX1C1-CCPG1 readthrough (NMD candidate)///cell cycle progression 1
212433_x_at,2.44E-02,2.71E-03,-3.111176,-1.97992,-0.1711037,SNORA64///RPS2,"small nucleolar RNA, H/ACA box 64///ribosomal protein S2"
214369_s_at,2.44E-02,2.72E-03,-3.110474,-1.98181,-0.3330391,RASGRP2,RAS guanyl releasing protein 2
219546_at,2.45E-02,2.73E-03,3.109313,-1.98493,0.824643,BMP2K,BMP2 inducible kinase
213726_x_at,2.45E-02,2.73E-03,3.108969,-1.98586,0.2569379,TUBB4B,tubulin beta 4B class IVb
221588_x_at,2.46E-02,2.73E-03,-3.108108,-1.98817,-0.266912,ALDH6A1,aldehyde dehydrogenase 6 family member A1
213127_s_at,2.46E-02,2.74E-03,3.107943,-1.98862,0.3723726,MED8,mediator complex subunit 8
AFFX-DapX-5_at,2.46E-02,2.74E-03,-3.107883,-1.98878,-0.2880846,,
210211_s_at,2.46E-02,2.74E-03,-3.107732,-1.98918,-0.2287351,HSP90AA1,heat shock protein 90 alpha family class A member 1
210465_s_at,2.46E-02,2.74E-03,3.107228,-1.99054,0.4724179,SNAPC3,small nuclear RNA activating complex polypeptide 3
208811_s_at,2.46E-02,2.74E-03,-3.107077,-1.99094,-0.3907507,TMEM135///DNAJB6,transmembrane protein 135///DnaJ heat shock protein family (Hsp40) member B6
218253_s_at,2.46E-02,2.75E-03,3.106637,-1.99213,0.2461033,EIF2D,eukaryotic translation initiation factor 2D
211649_x_at,2.46E-02,2.75E-03,3.106143,-1.99346,0.6163146,IGHM///IGHG1///IGHA1,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1
214712_at,2.47E-02,2.76E-03,-3.105037,-1.99643,-1.1172298,SNX29P2,sorting nexin 29 pseudogene 2
211317_s_at,2.47E-02,2.76E-03,-3.104535,-1.99778,-0.3925709,CFLAR,CASP8 and FADD like apoptosis regulator
219189_at,2.49E-02,2.78E-03,-3.102527,-2.00318,-0.33893,FBXL6,F-box and leucine rich repeat protein 6
203360_s_at,2.49E-02,2.78E-03,3.102409,-2.00349,0.6706067,GJA9-MYCBP///GJA9///MYCBP,GJA9-MYCBP readthrough///gap junction protein alpha 9///MYC binding protein
214074_s_at,2.49E-02,2.78E-03,3.10234,-2.00368,0.5343156,CTTN,cortactin
202822_at,2.49E-02,2.79E-03,-3.101657,-2.00551,-0.3412789,LPP,LIM domain containing preferred translocation partner in lipoma
214266_s_at,2.49E-02,2.79E-03,3.10142,-2.00615,0.6251292,PDLIM7,PDZ and LIM domain 7
217810_x_at,2.49E-02,2.79E-03,-3.101161,-2.00684,-0.3246803,LARS,leucyl-tRNA synthetase
219204_s_at,2.50E-02,2.80E-03,-3.099866,-2.01032,-0.2987233,SRR,serine racemase
208921_s_at,2.50E-02,2.81E-03,3.099427,-2.0115,0.1884035,SRI,sorcin
219404_at,2.51E-02,2.81E-03,3.099012,-2.01261,0.5322803,EPS8L3,EPS8 like 3
205303_at,2.51E-02,2.81E-03,3.09895,-2.01278,0.7132478,KCNJ8,potassium voltage-gated channel subfamily J member 8
202040_s_at,2.51E-02,2.81E-03,-3.098832,-2.0131,-0.2817473,KDM5A,lysine demethylase 5A
218118_s_at,2.51E-02,2.82E-03,-3.098248,-2.01466,-0.4560649,TIMM23B///TIMM23,translocase of inner mitochondrial membrane 23 homolog B///translocase of inner mitochondrial membrane 23
213919_at,2.51E-02,2.82E-03,3.097983,-2.01537,0.2329936,DNAJC4,DnaJ heat shock protein family (Hsp40) member C4
209588_at,2.51E-02,2.82E-03,3.097662,-2.01623,0.4047188,EPHB2,EPH receptor B2
221855_at,2.52E-02,2.83E-03,3.096375,-2.01969,0.2066192,SDHAF1,succinate dehydrogenase complex assembly factor 1
205218_at,2.52E-02,2.83E-03,-3.096351,-2.01975,-0.3293159,POLR3F,RNA polymerase III subunit F
219114_at,2.52E-02,2.84E-03,-3.095791,-2.02125,-0.6591431,C3orf18,chromosome 3 open reading frame 18
202954_at,2.52E-02,2.84E-03,3.09563,-2.02169,0.2495834,UBE2C,ubiquitin conjugating enzyme E2 C
210732_s_at,2.53E-02,2.85E-03,-3.094712,-2.02415,-0.3722675,LGALS8,galectin 8
218437_s_at,2.53E-02,2.85E-03,-3.094277,-2.02531,-0.3187771,LZTFL1,leucine zipper transcription factor like 1
213278_at,2.53E-02,2.86E-03,-3.093483,-2.02744,-0.2807284,MTMR9,myotubularin related protein 9
216431_at,2.53E-02,2.86E-03,3.093479,-2.02745,0.5820953,,
216615_s_at,2.54E-02,2.86E-03,3.092739,-2.02944,0.277535,HTR3A,5-hydroxytryptamine receptor 3A
207526_s_at,2.54E-02,2.87E-03,3.092282,-2.03066,0.3867878,IL1RL1,interleukin 1 receptor like 1
216282_x_at,2.54E-02,2.87E-03,3.092164,-2.03098,0.2439292,POLR2C,RNA polymerase II subunit C
213256_at,2.54E-02,2.87E-03,3.091689,-2.03225,0.3969283,3-Mar,membrane associated ring-CH-type finger 3
218661_at,2.55E-02,2.87E-03,3.091277,-2.03335,0.3179001,NAA60,"N(alpha)-acetyltransferase 60, NatF catalytic subunit"
204903_x_at,2.55E-02,2.88E-03,3.091073,-2.0339,0.2078532,ATG4B,autophagy related 4B cysteine peptidase
221102_s_at,2.56E-02,2.89E-03,3.088967,-2.03954,0.8032295,TRPM6,transient receptor potential cation channel subfamily M member 6
205894_at,2.56E-02,2.90E-03,3.088459,-2.0409,0.3099631,ARSE,arylsulfatase E (chondrodysplasia punctata 1)
204634_at,2.57E-02,2.91E-03,3.087649,-2.04307,0.3293786,NEK4,NIMA related kinase 4
205999_x_at,2.58E-02,2.91E-03,3.086681,-2.04566,0.6108672,CYP3A4,cytochrome P450 family 3 subfamily A member 4
216034_at,2.58E-02,2.92E-03,3.086305,-2.04666,0.2921183,ZNF280A,zinc finger protein 280A
210069_at,2.58E-02,2.92E-03,-3.086116,-2.04717,-0.3918415,CHKB-CPT1B///CPT1B,CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B
218526_s_at,2.59E-02,2.93E-03,-3.084811,-2.05066,-0.259688,RANGRF,RAN guanine nucleotide release factor
218005_at,2.59E-02,2.93E-03,-3.084498,-2.0515,-0.2680117,ZNF22,zinc finger protein 22
215897_at,2.59E-02,2.93E-03,-3.08448,-2.05154,-0.758062,MED25,mediator complex subunit 25
219486_at,2.59E-02,2.94E-03,3.083771,-2.05344,0.3020104,DUS2,dihydrouridine synthase 2
215226_at,2.59E-02,2.94E-03,3.083632,-2.05381,0.452761,EXPH5,exophilin 5
207332_s_at,2.59E-02,2.95E-03,-3.08299,-2.05553,-0.2400807,TFRC,transferrin receptor
214205_x_at,2.59E-02,2.95E-03,3.082955,-2.05562,0.2823717,GLRX3,glutaredoxin 3
212608_s_at,2.59E-02,2.95E-03,-3.082907,-2.05575,-0.4157475,NUDT3,nudix hydrolase 3
203996_s_at,2.59E-02,2.95E-03,-3.082756,-2.05615,-0.3628939,C21orf2,chromosome 21 open reading frame 2
201859_at,2.60E-02,2.95E-03,3.08195,-2.05831,0.2314069,SRGN,serglycin
210440_s_at,2.60E-02,2.96E-03,-3.081138,-2.06048,-0.2773286,CDC14A,cell division cycle 14A
213710_s_at,2.61E-02,2.97E-03,-3.080648,-2.06179,-0.3379785,CALM1,calmodulin 1
209146_at,2.61E-02,2.97E-03,-3.080515,-2.06214,-0.2994353,MSMO1,methylsterol monooxygenase 1
216577_at,2.61E-02,2.98E-03,3.079314,-2.06535,0.4778047,,
210082_at,2.61E-02,2.98E-03,3.079307,-2.06537,0.428371,ABCA4,ATP binding cassette subfamily A member 4
220711_at,2.61E-02,2.98E-03,-3.079235,-2.06556,-0.9292023,,
221536_s_at,2.61E-02,2.98E-03,-3.079166,-2.06575,-0.3576204,LSG1,large 60S subunit nuclear export GTPase 1
203016_s_at,2.62E-02,2.98E-03,3.078723,-2.06693,0.2687325,SSX2IP,SSX family member 2 interacting protein
200013_at,2.62E-02,2.98E-03,-3.078552,-2.06739,-0.2109452,RPL24,ribosomal protein L24
204615_x_at,2.62E-02,2.99E-03,-3.078181,-2.06838,-0.3787545,IDI1,isopentenyl-diphosphate delta isomerase 1
217621_at,2.62E-02,2.99E-03,3.078009,-2.06884,1.0683398,SLC6A2,solute carrier family 6 member 2
204263_s_at,2.62E-02,2.99E-03,-3.077782,-2.06944,-0.6446787,CPT2,carnitine palmitoyltransferase 2
210230_at,2.62E-02,2.99E-03,-3.077658,-2.06977,-0.8434333,,
211712_s_at,2.62E-02,2.99E-03,3.077494,-2.07021,0.6875352,ANXA9,annexin A9
209848_s_at,2.62E-02,2.99E-03,3.077436,-2.07037,0.5510772,PMEL,premelanosome protein
203066_at,2.62E-02,2.99E-03,3.077432,-2.07038,0.4698533,CHST15,carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
200720_s_at,2.62E-02,3.00E-03,3.077305,-2.07072,0.1968456,ACTR1A,"ARP1 actin-related protein 1 homolog A, centractin alpha"
201979_s_at,2.62E-02,3.00E-03,-3.077256,-2.07085,-0.5790119,PPP5C,protein phosphatase 5 catalytic subunit
209387_s_at,2.62E-02,3.00E-03,3.076885,-2.07184,0.9737169,TM4SF1,transmembrane 4 L six family member 1
209111_at,2.62E-02,3.00E-03,3.076823,-2.072,0.475849,RNF5P1///RNF5,ring finger protein 5 pseudogene 1///ring finger protein 5
32069_at,2.62E-02,3.00E-03,3.076517,-2.07282,0.3588689,N4BP1,NEDD4 binding protein 1
204087_s_at,2.62E-02,3.00E-03,-3.076365,-2.07323,-0.3974953,SLC5A6,solute carrier family 5 member 6
213460_x_at,2.62E-02,3.01E-03,-3.076169,-2.07375,-0.6675784,NSUN5P2///NSUN5P1,NOP2/Sun RNA methyltransferase family member 5 pseudogene 2///NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
203320_at,2.62E-02,3.01E-03,-3.075607,-2.07525,-0.3567534,SH2B3,SH2B adaptor protein 3
218172_s_at,2.63E-02,3.01E-03,-3.075155,-2.07645,-0.4729666,DERL1,derlin 1
214965_at,2.63E-02,3.01E-03,3.07514,-2.07649,0.2779933,SPATA2L,spermatogenesis associated 2 like
203414_at,2.63E-02,3.02E-03,3.074968,-2.07695,0.333666,MMD,monocyte to macrophage differentiation associated
201576_s_at,2.63E-02,3.02E-03,3.074875,-2.0772,0.3138833,TMPPE///GLB1,transmembrane protein with metallophosphoesterase domain///galactosidase beta 1
203784_s_at,2.63E-02,3.02E-03,-3.074613,-2.0779,-0.6413993,DDX28,DEAD-box helicase 28
209780_at,2.63E-02,3.02E-03,-3.074581,-2.07799,-0.2359479,PHTF2,putative homeodomain transcription factor 2
34210_at,2.63E-02,3.02E-03,-3.074419,-2.07842,-0.322279,CD52,CD52 molecule
206563_s_at,2.63E-02,3.02E-03,-3.074256,-2.07885,-0.6635996,OPRL1,opioid related nociceptin receptor 1
205763_s_at,2.63E-02,3.02E-03,-3.07402,-2.07948,-0.2512658,DDX18,DEAD-box helicase 18
203820_s_at,2.63E-02,3.03E-03,3.073429,-2.08106,0.3522302,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3
215541_s_at,2.63E-02,3.03E-03,3.072988,-2.08223,0.4799348,DIAPH1,diaphanous related formin 1
207808_s_at,2.63E-02,3.04E-03,3.072661,-2.08311,0.5262416,PROS1,protein S (alpha)
211364_at,2.64E-02,3.04E-03,3.071826,-2.08533,0.258487,MTAP,methylthioadenosine phosphorylase
202864_s_at,2.64E-02,3.05E-03,-3.071326,-2.08667,-0.3028071,SP100,SP100 nuclear antigen
212377_s_at,2.65E-02,3.05E-03,3.070637,-2.0885,0.2936878,NOTCH2,notch 2
48031_r_at,2.65E-02,3.06E-03,3.069901,-2.09046,0.4330296,FAXDC2,fatty acid hydroxylase domain containing 2
216700_at,2.65E-02,3.06E-03,3.069719,-2.09095,0.7347452,TRIO,trio Rho guanine nucleotide exchange factor
204922_at,2.65E-02,3.07E-03,-3.069435,-2.09171,-0.814674,C11orf80,chromosome 11 open reading frame 80
202939_at,2.66E-02,3.07E-03,-3.068624,-2.09387,-0.2153118,ZMPSTE24,zinc metallopeptidase STE24
221733_s_at,2.67E-02,3.08E-03,3.067593,-2.09661,0.3167,GPATCH4,G-patch domain containing 4
201967_at,2.67E-02,3.09E-03,-3.067269,-2.09748,-0.379311,RBM6,RNA binding motif protein 6
208949_s_at,2.67E-02,3.09E-03,3.067262,-2.0975,0.314529,LGALS3,"lectin, galactoside binding soluble 3"
212929_s_at,2.67E-02,3.09E-03,-3.06709,-2.09795,-0.2059833,LOC101930591///FAM21A///FAM21C,uncharacterized LOC101930591///family with sequence similarity 21 member A///family with sequence similarity 21 member C
218347_at,2.67E-02,3.09E-03,-3.066383,-2.09984,-0.2133189,TYW1,tRNA-yW synthesizing protein 1 homolog
201371_s_at,2.67E-02,3.10E-03,-3.06595,-2.10099,-0.2740202,CUL3,cullin 3
213200_at,2.67E-02,3.10E-03,3.065947,-2.101,0.6039195,SYP,synaptophysin
213229_at,2.67E-02,3.10E-03,-3.065575,-2.10199,-0.4420462,DICER1,"dicer 1, ribonuclease III"
210794_s_at,2.67E-02,3.10E-03,-3.065481,-2.10224,-0.6973267,MEG3,maternally expressed 3 (non-protein coding)
216305_s_at,2.67E-02,3.10E-03,-3.065442,-2.10234,-0.2737887,GCFC2,GC-rich sequence DNA-binding factor 2
201556_s_at,2.67E-02,3.10E-03,3.065193,-2.103,0.3001033,VAMP2,vesicle associated membrane protein 2
202083_s_at,2.68E-02,3.11E-03,3.06478,-2.1041,0.3855571,SEC14L1,SEC14 like lipid binding 1
219717_at,2.68E-02,3.11E-03,-3.064484,-2.10489,-0.2779258,DCAF16,DDB1 and CUL4 associated factor 16
201670_s_at,2.68E-02,3.11E-03,3.064402,-2.10511,0.5534632,MARCKS,myristoylated alanine rich protein kinase C substrate
219726_at,2.68E-02,3.11E-03,3.064088,-2.10594,0.4733419,NLGN3,neuroligin 3
205309_at,2.69E-02,3.13E-03,3.062606,-2.10989,0.3904126,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B
206359_at,2.69E-02,3.13E-03,3.06215,-2.1111,0.5068154,SOCS3,suppressor of cytokine signaling 3
222215_at,2.70E-02,3.14E-03,-3.061502,-2.11282,-0.4662284,SLC38A7,solute carrier family 38 member 7
212527_at,2.70E-02,3.14E-03,3.060912,-2.11439,0.2516313,DESI1,desumoylating isopeptidase 1
216111_x_at,2.71E-02,3.15E-03,-3.060009,-2.11679,-0.2208061,PMS2P3,"PMS1 homolog 2, mismatch repair system component pseudogene 3"
218325_s_at,2.71E-02,3.16E-03,-3.059241,-2.11883,-0.2401794,DIDO1,death inducer-obliterator 1
221918_at,2.71E-02,3.16E-03,-3.058899,-2.11974,-0.3680563,CDK17,cyclin dependent kinase 17
50221_at,2.71E-02,3.16E-03,3.058877,-2.1198,0.3397163,TFEB,transcription factor EB
204977_at,2.71E-02,3.17E-03,-3.058566,-2.12063,-0.2010151,DDX10,DEAD-box helicase 10
202407_s_at,2.72E-02,3.18E-03,-3.057212,-2.12423,-0.3511645,PRPF31,pre-mRNA processing factor 31
201955_at,2.72E-02,3.18E-03,-3.056914,-2.12502,-0.2071224,CCNC,cyclin C
217881_s_at,2.72E-02,3.18E-03,-3.05679,-2.12535,-0.3114396,CDC27,cell division cycle 27
216661_x_at,2.72E-02,3.18E-03,3.056753,-2.12545,0.3991533,CYP2C9,cytochrome P450 family 2 subfamily C member 9
212589_at,2.73E-02,3.19E-03,-3.056065,-2.12727,-0.4025534,RRAS2,related RAS viral (r-ras) oncogene homolog 2
